"","OBJECTID","Join_Count","TARGET_FID","YEAR","TRI_FACILI","FRS_ID","FACILITY_N","STREET_ADD","CITY","COUNTY","ST","ZIP","BIA_CODE","TRIBE","LATITUDE","LONGITUDE","FEDERAL_FA","INDUSTRY_S","INDUSTRY_1","PRIMARY_SI","SIC_2","SIC_3","SIC_4","SIC_5","SIC_6","PRIMARY_NA","NAICS_2","NAICS_3","NAICS_4","NAICS_5","NAICS_6","DOC_CTRL_N","CHEMICAL","CAS___COMP","SRS_ID","CLEAR_AIR_","CLASSIFICA","METAL","METAL_CATE","CARCINOGEN","FORM_TYPE","UNIT_OF_ME","F5_1_FUGITI","F5_2_STACK_","F5_3_WATER","F5_4_UNDERG","F5_4_1_UNDE","F5_4_2_UNDE","F5_5_1_LAND","F5_5_1A_RCR","F5_5_1B_OTH","F5_5_2_LAND","F5_5_3_SURF","F5_5_3A_RCR","F5_5_3B_Oth","F5_5_4_OTHE","ON_SITE_RE","F6_1_POTW_T","F6_1_POTW_1","F6_1_POTW_2","F6_2_M10","F6_2_M41","F6_2_M62","F6_2_M71","F6_2_M81","F6_2_M82","F6_2_M72","F6_2_M63","F6_2_M66","F6_2_M67","F6_2_M64","F6_2_M65","F6_2_M73","F6_2_M79","F6_2_M90","F6_2_M94","F6_2_M99","OFF_SITE_R","F6_2_M20","F6_2_M24","F6_2_M26","F6_2_M28","F6_2_M93","OFF_SITE_1","F6_2_M56","F6_2_M92","OFF_SITE_2","F6_2_M40","F6_2_M50","F6_2_M54","F6_2_M61","F6_2_M69","F6_2_M95","OFF_SITE_T","TOTAL_RELE","F8_1_RELEAS","F8_1A_ON_SI","F8_1B_ON_SI","F8_1C_OFF_S","F8_1D_OFF_S","F8_2_ENERGY","F8_3_ENERGY","F8_4_RECYCL","F8_5_RECYCL","F8_6_TREATM","F8_7_TREATM","PROD__WAST","F8_8_ONE_TI","PROD_RATIO","F8_9_PRODUC","PARENT_COM","PARENT_C_1","Field110","STATEFP00","COUNTYFP00","TRACTCE00","BLKGRPCE00","BKGPIDFP00","NAMELSAD00","MTFCC00","FUNCSTAT00","ALAND00","AWATER00","INTPTLAT00","INTPTLON00","OID_","Field1","GEOID","GEO_label","total_x","under_50","from_50_to","from_75_to","from_100_t","from_125_t","from_150_t","from_175_t","from_185_t","from_200_u","below_200","fraction_b","over_30_un","total_y","not_Hispan","non_HL_whi","non_HL_Bla","non_HL_AIA","non_HL_Asi","non_HL_NHO","non_HL_oth","non_HL_2_p","HL","HL_white","HL_Black","HL_AIAN","HL_Asian","HL_NHOPI","HL_other","HL_2_plus","percent_wh","percent_Bl","percent_HL","percent_AI","percent_As","percent_NH","percent_ot","GEOID2_Tex","STATEFP10","COUNTYFP10","COUSUBFP10","COUSUBNS10","GEOID10","NAME10","NAMELSAD10","LSAD10","CLASSFP10","MTFCC10","CNECTAFP10","NECTAFP10","NCTADVFP10","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10","GEOID_AFF2","GEOID_AFF1","covered_facility","TRUE_TOTAL_RELEASE_POUNDS"
"11",11,1,11,2008,"06604BRDGP1ATLA",110000316989,"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT",6604,NA,NA,41.17067,-73.18408,"NO",2211,"Electric Utilities",NA,NA,NA,NA,NA,NA,221112,0,NA,0,0,0,1308206308280,"BARIUM COMPOUNDS","N040",649426,"NO","TRI","NO",3,"NO","R","Pounds",0,606.75,1.4,0,0,0,0,0,0,0,0,0,0,0,608.15,0,0,0,0,0,0,0,0,0,0,0,0,0,112.1,0,0,0,0,0,0,112.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720.25,0,0,608.15,112.1,0,0,0,0,0,0,0,720.25,0,NA,1.23,"PUBLIC SERVICE ENTERPRISE GROUP","160945242",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,720.25
"12",12,0,12,2008,"06492CYRNDSOUTH",110043236281,"EVONIK CYRO LLC","528 S CHERRY ST","WALLINGFORD","NEW HAVEN","CT",6492,NA,NA,41.435833,-72.835278,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325211,0,NA,0,0,0,1308206278680,"TOLUENE","000108883",25452,"YES","TRI","NO",0,"NO","R","Pounds",2563,8415,0,0,0,0,0,0,0,0,0,0,0,0,10978,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,197283,0,197283,0,3492,0,7041,0,0,10533,10982,0,0,10978,4,0,0,197283,137385,0,0,10533,356183,0,NA,1.1,"EVONIK CORP","361988228",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10982
"13",13,1,13,2008,"06790DYMXC51GRE",110002089695,"DYMAX OLIGOMERS & COATINGS","51 GREENWOODS RD","TORRINGTON","LITCHFIELD","CT",6790,NA,NA,41.86692,-73.08254,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325211,0,NA,0,0,0,1308207122150,"TOLUENE DIISOCYANATE (MIXED ISOMERS)","026471625",239681,"NO","TRI","NO",0,"YES","R","Pounds",250,250,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,250,500,0,0,500,0,0,0,0,0,0,0,250,750,0,NA,1.2,"DYMAX CORP","098114598",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,500
"14",14,0,14,2008,"06787SMMTC1430W",110000317443,"SUMMIT CORP OF AMERICA","1430 WATERBURY RD","THOMASTON","LITCHFIELD","CT",6787,NA,NA,41.62777,-73.06839,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332813,0,NA,0,0,0,1308207062480,"COPPER COMPOUNDS","N100",649491,"NO","TRI","YES",1,"NO","R","Pounds",12,228,38.21,0,0,0,0,0,0,0,0,0,0,0,278.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27579,0,0,27579,0,0,0,0,0,0,0,0,0,0,278.21,0,0,278.21,0,0,0,0,0,27579,0,0,27857.21,0,NA,1,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,278.21
"15",15,0,15,2008,"06040NSNNG186AD",110034124622,"PARADIGM MANCHESTER INC","186 ADAMS ST","MANCHESTER","HARTFORD","CT",6042,NA,NA,41.78986,-72.5518,"NO",336,"Transportation Equipment",NA,NA,NA,NA,NA,NA,336412,0,NA,0,0,0,1308206274150,"NICKEL","007440020",149674,"YES","TRI","YES",1,"YES","R","Pounds",5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,255,0,0,0,0,31000,31000,0,0,0,0,0,0,0,0,0,0,265,0,0,11,0,40,0,0,0,31000,0,0,31051,0,NA,1.23,"TURBOCOMBUSTOR TECHNOLOGY INC","056933906",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,265
"16",16,1,16,2008,"06108DRFLX95GOO",110000315631,"DUR-A-FLEX","95 GOODWIN ST","EAST HARTFORD","HARTFORD","CT",6108,NA,NA,41.790298,-72.625343,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325510,0,NA,0,0,0,1308206828660,"METHYL METHACRYLATE","000080626",8458,"YES","TRI","NO",0,"NO","R","Pounds",0,3640,0,0,0,0,0,0,0,0,0,0,0,0,3640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3284,0,0,0,0,3284,3640,0,0,3640,0,0,0,0,0,0,0,3284,6924,0,NA,1.9,NA,"",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3640
"17",17,0,17,2008,"06477LGHTS37ROB",110030399593,"LIGHT SOURCES INC","37 ROBINSON BLVD","ORANGE","NEW HAVEN","CT",6477,NA,NA,41.24775,-72.99433,"NO",335,"Electrical Equipment",NA,NA,NA,NA,NA,NA,335110,0,NA,0,0,0,1308206468480,"MERCURY","007439976",149633,"YES","PBT","YES",1,"NO","R","Pounds",2.55,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,2.55012,0,0,0,0,87.75,0,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,113.25,0,3.72,10,0,0,13.72,0,0,0,0,0,0,0,0,0,0,115.80012,0,0,2.55012,25.5,87.75,0,0,0,13.72,0,0,129.52012,0,NA,0.95,"LIGHT SOURCES INC/LCD LIGHTING INC","075058495",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,115.80012
"18",18,0,18,2008,"06340RWDCR839PO",110000315908,"PCC STRUCTURALS","839 POQUONNOCK RD","GROTON","NEW LONDON","CT",6340,NA,NA,41.34516,-72.05372,"NO",331,"Primary Metals",NA,NA,NA,NA,NA,NA,331512,0,NA,0,0,0,1308206523590,"4,4'-ISOPROPYLIDENEDIPHENOL","000080057",8110,"NO","TRI","NO",0,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2361,0,0,0,0,0,0,2361,0,0,21252,0,0,21252,0,0,0,0,0,0,0,0,0,0,2361,0,0,0,2361,0,0,0,0,21252,0,0,23613,0,NA,1.03,"PRECISION CASTPARTS CORP","009027970",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2361
"19",19,0,19,2008,"06601SKRSK6900M",110000316970,"SIKORSKY AIRCRAFT STRATFORD FACILITY","6900 MAIN ST","STRATFORD","FAIRFIELD","CT",6614,NA,NA,41.2484,-73.09765,"NO",336,"Transportation Equipment",NA,NA,NA,NA,NA,NA,336411,0,NA,0,0,0,1308206955470,"LEAD","007439921",149583,"YES","PBT","YES",1,"YES","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1.14,"LOCKHEED MARTIN CORP","834951691",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"20",20,0,20,2008,"06001PRLNP6SECU",110021355335,"RR DONNELLEY & SONS CO","60 SECURITY DR","AVON","HARTFORD","CT",6001,NA,NA,41.80558,-72.83504,"NO",323,"Printing",NA,NA,NA,NA,NA,NA,323110,0,NA,0,0,0,1308207033250,"ETHYLENE GLYCOL","000107211",24257,"YES","TRI","NO",0,"NO","R","Pounds",3620,84,0,0,0,0,0,0,0,0,0,0,0,0,3704,0,2044,2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5913,5913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2044,9617,0,0,3704,0,5913,0,0,0,0,8363,2044,20024,0,NA,0.86,"R R DONNELLEY & SONS CO","005119573",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9617
"21",21,1,21,2008,"06604BRDGP1ATLA",110000316989,"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT",6604,NA,NA,41.17067,-73.18408,"NO",2211,"Electric Utilities",NA,NA,NA,NA,NA,NA,221112,0,NA,0,0,0,1308206308330,"NAPHTHALENE","000091203",13326,"YES","TRI","NO",0,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710.04,0,0,1710.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710.04,0,0,1710.04,0,NA,1.23,"PUBLIC SERVICE ENTERPRISE GROUP","160945242",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"22",22,1,22,2008,"06902GNDST72DAV",110001731154,"O&G INDUSTRIES INC","72 DAVENPORT ST","STAMFORD","FAIRFIELD","CT",6902,NA,NA,41.04072,-73.54668,"NO",327,"Nonmetallic Mineral Product",NA,NA,NA,NA,NA,NA,327320,324121,NA,0,0,0,1308206657150,"BENZO(G,H,I)PERYLENE","000191242",40576,"YES","PBT","NO",0,"YES","R","Pounds",0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,NA,0.62,"O & G INDUSTRIES INC","018838136",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.1
"23",23,1,23,2008,"06018QGLYCDAISE",110041526177,"MINTEQ/SPECIALTY MINERALS","77 DAISY HILL RD","NORTH CANAAN","LITCHFIELD","CT",6018,NA,NA,42.028147,-73.31719,"NO",331,"Primary Metals",NA,NA,NA,NA,NA,NA,331491,325188,212312,0,0,0,1308206393300,"LEAD COMPOUNDS","N420",650002,"YES","PBT","YES",1,"NO","R","Pounds",41,9,4,0,0,0,0,0,238,0,0,0,0,0,292,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0,238,54,0,157,0,0,0,0,0,0,449,0,NA,1.1,"MINERALS TECHNOLOGIES INC","796929313",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,449
"24",24,0,24,2008,"06472FRLTL12CLI",110021307325,"HONEYWELL FIRE SYSTEMS","12 CLINTONVILLE RD","NORTHFORD","NEW HAVEN","CT",6472,NA,NA,41.394478,-72.816678,"NO",334,"Computers and Electronic Products",NA,NA,NA,NA,NA,NA,334290,0,NA,0,0,0,1308206376510,"LEAD COMPOUNDS","N420",650002,"YES","PBT","YES",1,"NO","R","Pounds",0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.76,0,0,0,0,0,124.76,0,7005,0,0,0,7005,0,0,0,0,0,0,0,0,0,0,125.04,0,0,0.28,124.76,0,0,0,0,7005,0,0,7130.04,0,NA,0.8,"HONEYWELL INTERNATIONAL INC","139691877",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,125.04
"25",25,0,25,2008,"06795BFFRD57CAL",110030375680,"TRUELOVE & MACLEAN INC","57 CALLENDER RD","WATERTOWN","LITCHFIELD","CT",6795,NA,NA,41.61216,-73.09055,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332116,0,NA,0,0,0,1308206781000,"COPPER","007440508",150086,"NO","TRI","YES",1,"NO","A","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"26",26,0,26,2008,"06801VNDRB31TAY",110000317586,"VANDERBILT CHEMICALS LLC","31 TAYLOR AVE","BETHEL","FAIRFIELD","CT",6801,NA,NA,41.36697,-73.41434,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325998,0,NA,0,0,0,1308206784930,"ZINC COMPOUNDS","N982",649699,"NO","TRI","YES",1,"NO","R","Pounds",38.5,0,20.9,0,0,0,0,0,0,0,0,0,0,0,59.4,1.3,0,1.3,0,4930,125.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5056.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5116.08,0,0,59.4,0,5056.68,0,0,0,0,0,0,5116.08,0,NA,1.5,"RT VANDERBILT HOLDING CO INC","006991871",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5116.08
"27",27,1,27,2008,"06517TLCNC155PI",110001730663,"TILCON CONNECTICUT INC","155 PINE ROCK AVE","HAMDEN","NEW HAVEN","CT",6514,NA,NA,41.33892,-72.94605,"NO",324,"Petroleum",NA,NA,NA,NA,NA,NA,324121,0,NA,0,0,0,1308206428700,"BENZO(G,H,I)PERYLENE","000191242",40576,"YES","PBT","NO",0,"YES","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"OLDCASTLE INC","023665045",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"28",28,0,28,2008,"06040PHLCD90PRO",110000772815,"MOHAWK MANCHESTER","90 PROGRESS DR","MANCHESTER","HARTFORD","CT",6042,NA,NA,41.80209,-72.50385,"NO",335,"Electrical Equipment",NA,NA,NA,NA,NA,NA,335929,0,NA,0,0,0,1308206388810,"COPPER","007440508",150086,"NO","TRI","YES",1,"NO","R","Pounds",0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,13.72,0,0,0,0,0,0,0,0,0,0,0,254,0,0,267.72,0,600,0,0,56838,57438,0,0,0,0,0,0,0,0,0,0,269.16,0,0,1.44,0,267.72,0,0,0,57438,0,0,57707.16,0,NA,0.42,"BELDEN","009178666",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,269.16
"29",29,0,29,2008,"06810HLCLXSHELT",110003015567,"EMHART TEKNOLOGIES","4 SHELTER ROCK LN","DANBURY","FAIRFIELD","CT",6810,NA,NA,41.386338,-73.423161,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332721,332618,NA,0,0,0,1308206970320,"COPPER","007440508",150086,"NO","TRI","YES",1,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,21,0,NA,0.66,"STANLEY BLACK & DECKER","094886207",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21
"30",30,1,30,2008,"06604BRDGP1ATLA",110000316989,"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT",6604,NA,NA,41.17067,-73.18408,"NO",2211,"Electric Utilities",NA,NA,NA,NA,NA,NA,221112,0,NA,0,0,0,1308206308330,"MERCURY COMPOUNDS","N458",650028,"YES","PBT","YES",1,"NO","R","Pounds",0,26.338,0.061,0,0,0,0,0,0,0,0,0,0,0,26.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0,0,0,0,0,0,0.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.528,0,0,26.399,0.129,0,0,0,0,0,0,0,26.528,0,NA,1.23,"PUBLIC SERVICE ENTERPRISE GROUP","160945242",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,26.528
