FID,STATEFP00,COUNTYFP00,TRACTCE00,BLKGRPCE00,BKGPIDFP00,NAMELSAD00,MTFCC00,FUNCSTAT00,ALAND00,AWATER00,INTPTLAT00,INTPTLON00,OID_,Field1,GEOID,GEO_label,total_x,under_50,from_50_to,from_75_to,from_100_t,from_125_t,from_150_t,from_175_t,from_185_t,from_200_u,below_200,fraction_b,over_30_un,total_y,not_Hispan,non_HL_whi,non_HL_Bla,non_HL_AIA,non_HL_Asi,non_HL_NHO,non_HL_oth,non_HL_2_p,HL,HL_white,HL_Black,HL_AIAN,HL_Asian,HL_NHOPI,HL_other,HL_2_plus,percent_wh,percent_Bl,percent_HL,percent_AI,percent_As,percent_NH,percent_ot,GEOID2_Tex
69,09,001,021700,5,090010217005,Block Group 5,G5030,S,58343.000000000000000,0.000000000000000,+41.0572176,-073.5297662,114,115,1500000US090010217005,"Block Group 5, Census Tract 217, Fairfield County, Connecticut",1005,19,88,9,77,16,32,42,23,699,306,0,yes,1005,901,628,122,0,112,0,23,16,104,8,0,0,0,0,96,0,1,0,0,0,0,0,0,090010217005
70,09,001,021600,3,090010216003,Block Group 3,G5030,S,236526.000000000000000,0.000000000000000,+41.0645565,-073.5436157,108,109,1500000US090010216003,"Block Group 3, Census Tract 216, Fairfield County, Connecticut",1041,26,28,9,9,38,24,0,40,867,174,0,no,1041,774,640,28,0,71,0,9,26,267,185,0,0,0,0,72,10,1,0,0,0,0,0,0,090010216003
71,09,001,021600,4,090010216004,Block Group 4,G5030,S,299727.000000000000000,0.000000000000000,+41.0619848,-073.5362244,109,110,1500000US090010216004,"Block Group 4, Census Tract 216, Fairfield County, Connecticut",2524,141,9,39,53,151,118,16,10,1987,537,0,no,2524,2194,1599,135,0,412,0,0,48,330,103,0,0,14,0,179,34,1,0,0,0,0,0,0,090010216004
72,09,001,021600,2,090010216002,Block Group 2,G5030,S,163924.000000000000000,0.000000000000000,+41.0603215,-073.5434116,107,108,1500000US090010216002,"Block Group 2, Census Tract 216, Fairfield County, Connecticut",1428,68,27,0,142,0,57,0,0,1134,294,0,no,1485,1309,645,426,0,178,0,0,60,176,117,0,0,0,0,48,11,0,0,0,0,0,0,0,090010216002
73,09,001,021600,1,090010216001,Block Group 1,G5030,S,108117.000000000000000,0.000000000000000,+41.0636061,-073.5385789,106,107,1500000US090010216001,"Block Group 1, Census Tract 216, Fairfield County, Connecticut",1293,29,65,17,39,11,44,88,42,958,335,0,no,1293,1088,584,108,0,396,0,0,0,205,135,0,0,0,0,70,0,0,0,0,0,0,0,0,090010216001
74,09,001,021700,2,090010217002,Block Group 2,G5030,S,139072.000000000000000,0.000000000000000,+41.0522435,-073.5338961,111,112,1500000US090010217002,"Block Group 2, Census Tract 217, Fairfield County, Connecticut",527,0,0,0,38,32,55,0,31,371,156,0,no,527,359,12,292,0,0,0,0,55,168,98,0,0,0,0,70,0,0,1,0,0,0,0,0,090010217002
75,09,001,021700,4,090010217004,Block Group 4,G5030,S,192792.000000000000000,0.000000000000000,+41.0582117,-073.5332146,113,114,1500000US090010217004,"Block Group 4, Census Tract 217, Fairfield County, Connecticut",1781,116,0,25,13,40,75,39,38,1435,346,0,no,1781,1556,1001,281,0,261,0,0,13,225,131,0,0,0,0,47,47,1,0,0,0,0,0,0,090010217004
76,09,001,021700,3,090010217003,Block Group 3,G5030,S,178038.000000000000000,0.000000000000000,+41.0548947,-073.5325161,112,113,1500000US090010217003,"Block Group 3, Census Tract 217, Fairfield County, Connecticut",1243,86,16,44,67,29,48,18,135,800,443,0,yes,1243,928,716,12,0,120,0,0,80,315,278,0,0,0,0,37,0,1,0,0,0,0,0,0,090010217003
77,09,001,021700,1,090010217001,Block Group 1,G5030,S,203154.000000000000000,0.000000000000000,+41.0562169,-073.5268408,110,111,1500000US090010217001,"Block Group 1, Census Tract 217, Fairfield County, Connecticut",1421,60,31,39,55,24,181,108,30,893,528,0,yes,1421,1111,513,429,0,54,0,9,106,310,103,0,0,0,0,137,70,0,0,0,0,0,0,0,090010217001
78,09,001,021802,3,090010218023,Block Group 3,G5030,S,383685.000000000000000,0.000000000000000,+41.0590260,-073.5206180,120,121,1500000US090010218023,"Block Group 3, Census Tract 218.02, Fairfield County, Connecticut",1843,136,60,54,88,162,60,100,33,1150,693,0,yes,1846,1331,172,930,0,85,0,0,144,515,216,90,0,0,0,209,0,0,1,0,0,0,0,0,090010218023
79,09,001,060200,4,090010602004,Block Group 4,G5030,S,558596.000000000000000,48832.000000000000000,+41.1866985,-073.2591571,278,279,1500000US090010602004,"Block Group 4, Census Tract 602, Fairfield County, Connecticut",593,9,0,0,7,0,0,0,0,577,16,0,no,593,585,578,0,0,0,0,0,7,8,0,0,0,0,0,0,8,1,0,0,0,0,0,0,090010602004
80,09,001,060300,9,090010603009,Block Group 9,G5030,S,6432387.000000000000000,857922.000000000000000,+41.2107168,-073.2791870,281,282,1500000US090010603009,"Block Group 9, Census Tract 603, Fairfield County, Connecticut",1311,13,43,0,0,0,8,26,0,1221,90,0,no,1311,1311,1223,39,0,22,0,0,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090010603009
81,09,001,060300,2,090010603002,Block Group 2,G5030,S,1715912.000000000000000,28011.000000000000000,+41.2030916,-073.2600803,280,281,1500000US090010603002,"Block Group 2, Census Tract 603, Fairfield County, Connecticut",1268,0,0,0,0,12,0,0,15,1241,27,0,no,1268,1253,1240,0,0,13,0,0,0,15,0,0,0,0,0,0,15,1,0,0,0,0,0,0,090010603002
82,09,001,060300,1,090010603001,Block Group 1,G5030,S,3534127.000000000000000,59893.000000000000000,+41.1909470,-073.2715969,279,280,1500000US090010603001,"Block Group 1, Census Tract 603, Fairfield County, Connecticut",1568,0,0,0,0,0,13,0,0,1555,13,0,no,1568,1559,1531,0,0,28,0,0,0,9,9,0,0,0,0,0,0,1,0,0,0,0,0,0,090010603001
83,09,001,060400,2,090010604002,Block Group 2,G5030,S,4646584.000000000000000,0.000000000000000,+41.1818267,-073.2956799,283,284,1500000US090010604002,"Block Group 2, Census Tract 604, Fairfield County, Connecticut",758,7,0,0,20,0,5,0,0,726,32,0,no,758,758,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090010604002
84,09,001,035100,4,090010351004,Block Group 4,G5030,S,1291277.000000000000000,115.000000000000000,+41.1350517,-073.4944346,155,156,1500000US090010351004,"Block Group 4, Census Tract 351, Fairfield County, Connecticut",1134,12,0,8,0,0,0,8,0,1106,28,0,no,1134,1134,1061,0,0,40,0,0,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090010351004
85,09,001,035100,2,090010351002,Block Group 2,G5030,S,1194631.000000000000000,14023.000000000000000,+41.1413665,-073.4791216,153,154,1500000US090010351002,"Block Group 2, Census Tract 351, Fairfield County, Connecticut",1319,19,0,17,12,7,69,0,23,1172,147,0,no,1319,1216,1091,65,0,23,0,21,16,103,93,10,0,0,0,0,0,1,0,0,0,0,0,0,090010351002
86,09,001,035200,2,090010352002,Block Group 2,G5030,S,6624513.000000000000000,35850.000000000000000,+41.1588530,-073.5214726,158,159,1500000US090010352002,"Block Group 2, Census Tract 352, Fairfield County, Connecticut",1877,30,0,0,17,0,0,13,0,1817,60,0,no,1884,1856,1843,0,0,13,0,0,0,28,14,0,0,0,0,14,0,1,0,0,0,0,0,0,090010352002
87,09,001,220100,4,090012201004,Block Group 4,G5030,S,2873724.000000000000000,34097.000000000000000,+41.4626986,-073.5082311,597,598,1500000US090012201004,"Block Group 4, Census Tract 2201, Fairfield County, Connecticut",809,0,0,0,0,0,16,0,25,768,41,0,no,809,809,780,0,0,21,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090012201004
88,09,001,035200,1,090010352001,Block Group 1,G5030,S,10776213.000000000000000,472502.000000000000000,+41.1780739,-073.5229857,157,158,1500000US090010352001,"Block Group 1, Census Tract 352, Fairfield County, Connecticut",1518,60,13,33,27,1,0,0,0,1384,134,0,no,1518,1436,1405,0,0,31,0,0,0,82,82,0,0,0,0,0,0,1,0,0,0,0,0,0,090010352001
89,09,001,035300,2,090010353002,Block Group 2,G5030,S,8494461.000000000000000,74365.000000000000000,+41.1309738,-073.5088119,160,161,1500000US090010353002,"Block Group 2, Census Tract 353, Fairfield County, Connecticut",2415,16,12,13,4,84,0,38,0,2248,167,0,no,2420,2370,2343,19,0,8,0,0,0,50,42,0,0,0,0,0,8,1,0,0,0,0,0,0,090010353002
90,09,001,035400,3,090010354003,Block Group 3,G5030,S,3191751.000000000000000,0.000000000000000,+41.1446668,-073.4649697,163,164,1500000US090010354003,"Block Group 3, Census Tract 354, Fairfield County, Connecticut",1179,8,0,0,0,0,6,12,0,1153,26,0,no,1179,1179,1135,0,0,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090010354003
91,09,001,072600,4,090010726004,Block Group 4,G5030,S,1189132.000000000000000,0.000000000000000,+41.2212985,-073.2340933,381,382,1500000US090010726004,"Block Group 4, Census Tract 726, Fairfield County, Connecticut",1374,15,0,10,0,31,80,0,11,1227,147,0,no,1708,1470,1189,155,0,47,0,66,13,238,189,0,0,0,0,17,32,1,0,0,0,0,0,0,090010726004
92,09,001,072600,1,090010726001,Block Group 1,G5030,S,541765.000000000000000,3299.000000000000000,+41.2258248,-073.2194109,378,379,1500000US090010726001,"Block Group 1, Census Tract 726, Fairfield County, Connecticut",953,18,12,8,13,8,60,7,0,827,126,0,no,953,895,681,113,4,97,0,0,0,58,18,6,0,0,0,19,15,1,0,0,0,0,0,0,090010726001
93,09,001,072700,1,090010727001,Block Group 1,G5030,S,757042.000000000000000,283811.000000000000000,+41.2223506,-073.2088854,383,384,1500000US090010727001,"Block Group 1, Census Tract 727, Fairfield County, Connecticut",1557,51,0,0,18,22,34,86,14,1332,225,0,no,1557,1276,766,456,0,0,0,0,54,281,176,7,0,5,0,77,16,0,0,0,0,0,0,0,090010727001
94,09,001,072700,3,090010727003,Block Group 3,G5030,S,697560.000000000000000,0.000000000000000,+41.2228670,-073.2140126,385,386,1500000US090010727003,"Block Group 3, Census Tract 727, Fairfield County, Connecticut",884,36,0,58,23,13,12,0,17,725,159,0,no,884,680,437,207,0,36,0,0,0,204,115,0,0,0,0,59,30,0,0,0,0,0,0,0,090010727003
95,09,001,072700,2,090010727002,Block Group 2,G5030,S,339411.000000000000000,0.000000000000000,+41.2146241,-073.2077322,384,385,1500000US090010727002,"Block Group 2, Census Tract 727, Fairfield County, Connecticut",1202,46,135,66,26,65,4,13,12,835,367,0,yes,1221,1004,483,456,0,38,0,15,12,217,69,0,0,19,0,106,23,0,0,0,0,0,0,0,090010727002
96,09,001,072800,2,090010728002,Block Group 2,G5030,S,679570.000000000000000,0.000000000000000,+41.2172600,-073.1970425,387,388,1500000US090010728002,"Block Group 2, Census Tract 728, Fairfield County, Connecticut",2799,264,187,31,95,67,147,27,143,1838,961,0,yes,2819,2214,87,1976,7,0,0,55,89,605,286,0,12,0,0,273,34,0,1,0,0,0,0,0,090010728002
97,09,001,055100,3,090010551003,Block Group 3,G5030,S,2897533.000000000000000,0.000000000000000,+41.2106398,-073.3813177,269,270,1500000US090010551003,"Block Group 3, Census Tract 551, Fairfield County, Connecticut",669,0,0,0,8,5,0,0,0,656,13,0,no,669,669,618,14,0,8,0,0,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090010551003
98,09,001,055100,1,090010551001,Block Group 1,G5030,S,27409799.000000000000000,2221254.000000000000000,+41.2524592,-073.3933611,267,268,1500000US090010551001,"Block Group 1, Census Tract 551, Fairfield County, Connecticut",3800,37,58,3,6,11,11,50,16,3608,192,0,no,3804,3780,3581,48,6,83,0,6,56,24,14,3,0,0,0,4,3,1,0,0,0,0,0,0,090010551001
99,09,001,055200,1,090010552001,Block Group 1,G5030,S,5597873.000000000000000,0.000000000000000,+41.2149961,-073.3374811,270,271,1500000US090010552001,"Block Group 1, Census Tract 552, Fairfield County, Connecticut",1360,7,0,0,8,0,0,0,0,1345,15,0,no,1360,1343,1311,0,0,32,0,0,0,17,11,0,0,0,0,0,6,1,0,0,0,0,0,0,090010552001
100,09,001,055200,2,090010552002,Block Group 2,G5030,S,3205315.000000000000000,57657.000000000000000,+41.1912095,-073.3571200,271,272,1500000US090010552002,"Block Group 2, Census Tract 552, Fairfield County, Connecticut",989,0,0,6,0,0,29,0,0,954,35,0,no,989,953,896,28,0,0,0,0,29,36,22,0,0,0,0,9,5,1,0,0,0,0,0,0,090010552002
101,09,001,055200,3,090010552003,Block Group 3,G5030,S,7843071.000000000000000,0.000000000000000,+41.2025969,-073.3647714,272,273,1500000US090010552003,"Block Group 3, Census Tract 552, Fairfield County, Connecticut",2016,66,0,0,24,8,0,0,0,1918,98,0,no,2016,1975,1896,7,0,49,0,0,23,41,36,0,0,0,0,0,5,1,0,0,0,0,0,0,090010552003
102,09,001,050100,3,090010501003,Block Group 3,G5030,S,2913597.000000000000000,66438.000000000000000,+41.1427771,-073.3740045,249,250,1500000US090010501003,"Block Group 3, Census Tract 501, Fairfield County, Connecticut",1529,0,0,5,20,0,0,0,5,1499,30,0,no,1529,1521,1396,20,0,78,0,0,27,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0,090010501003
103,09,001,050200,1,090010502001,Block Group 1,G5030,S,3182119.000000000000000,3148.000000000000000,+41.1540245,-073.3512428,250,251,1500000US090010502001,"Block Group 1, Census Tract 502, Fairfield County, Connecticut",2004,21,0,13,7,23,28,0,13,1899,105,0,no,2010,1972,1886,32,0,36,0,0,18,38,38,0,0,0,0,0,0,1,0,0,0,0,0,0,090010502001
104,09,001,050200,3,090010502003,Block Group 3,G5030,S,945950.000000000000000,21113.000000000000000,+41.1550764,-073.3619508,252,253,1500000US090010502003,"Block Group 3, Census Tract 502, Fairfield County, Connecticut",1152,6,20,4,0,31,9,0,0,1082,70,0,no,1160,1129,1083,0,0,46,0,0,0,31,25,0,0,0,0,6,0,1,0,0,0,0,0,0,090010502003
105,09,001,050200,2,090010502002,Block Group 2,G5030,S,717670.000000000000000,63561.000000000000000,+41.1464726,-073.3602187,251,252,1500000US090010502002,"Block Group 2, Census Tract 502, Fairfield County, Connecticut",696,0,10,6,33,10,25,0,8,604,92,0,no,696,685,633,25,0,18,0,0,9,11,11,0,0,0,0,0,0,1,0,0,0,0,0,0,090010502002
106,09,001,021802,2,090010218022,Block Group 2,G5030,S,471365.000000000000000,0.000000000000000,+41.0623450,-073.5168053,119,120,1500000US090010218022,"Block Group 2, Census Tract 218.02, Fairfield County, Connecticut",1964,156,27,80,47,33,152,29,98,1342,622,0,yes,1964,1330,762,394,0,137,0,0,37,634,215,27,0,0,0,359,33,0,0,0,0,0,0,0,090010218022
107,09,001,021801,2,090010218012,Block Group 2,G5030,S,427170.000000000000000,0.000000000000000,+41.0629428,-073.5296451,116,117,1500000US090010218012,"Block Group 2, Census Tract 218.01, Fairfield County, Connecticut",2161,48,3,17,34,155,83,0,29,1792,369,0,no,2236,1937,1358,253,0,264,0,0,62,299,207,0,0,0,0,61,31,1,0,0,0,0,0,0,090010218012
108,09,001,021801,1,090010218011,Block Group 1,G5030,S,259538.000000000000000,0.000000000000000,+41.0670451,-073.5248476,115,116,1500000US090010218011,"Block Group 1, Census Tract 218.01, Fairfield County, Connecticut",764,32,0,0,0,45,20,34,50,583,181,0,no,764,655,497,113,0,45,0,0,0,109,27,5,0,0,0,77,0,1,0,0,0,0,0,0,090010218011
109,09,001,021900,3,090010219003,Block Group 3,G5030,S,1116861.000000000000000,2306426.000000000000000,+41.0418268,-073.5074597,123,124,1500000US090010219003,"Block Group 3, Census Tract 219, Fairfield County, Connecticut",1840,117,0,31,10,12,35,66,45,1524,316,0,no,1851,1473,1294,0,0,130,0,0,49,378,157,0,0,0,0,181,40,1,0,0,0,0,0,0,090010219003
110,09,001,021900,4,090010219004,Block Group 4,G5030,S,425091.000000000000000,78704.000000000000000,+41.0443097,-073.5161685,124,125,1500000US090010219004,"Block Group 4, Census Tract 219, Fairfield County, Connecticut",1424,0,0,0,0,14,41,33,23,1313,111,0,no,1424,1291,1102,97,0,81,0,0,11,133,122,0,11,0,0,0,0,1,0,0,0,0,0,0,090010219004
111,09,001,021900,1,090010219001,Block Group 1,G5030,S,295820.000000000000000,0.000000000000000,+41.0578034,-073.5081441,121,122,1500000US090010219001,"Block Group 1, Census Tract 219, Fairfield County, Connecticut",919,5,0,0,16,0,73,85,7,733,186,0,no,932,879,753,103,0,0,0,10,13,53,39,0,0,0,0,14,0,1,0,0,0,0,0,0,090010219001
112,09,001,021900,2,090010219002,Block Group 2,G5030,S,313221.000000000000000,0.000000000000000,+41.0518473,-073.5064453,122,123,1500000US090010219002,"Block Group 2, Census Tract 219, Fairfield County, Connecticut",1139,10,0,0,34,0,14,9,59,1013,126,0,no,1139,895,812,0,0,83,0,0,0,244,223,0,0,0,0,21,0,1,0,0,0,0,0,0,090010219002
113,09,001,060400,1,090010604001,Block Group 1,G5030,S,5933730.000000000000000,0.000000000000000,+41.1982583,-073.3064475,282,283,1500000US090010604001,"Block Group 1, Census Tract 604, Fairfield County, Connecticut",1069,29,0,0,0,0,19,0,0,1021,48,0,no,1069,1069,933,12,0,57,0,0,67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090010604001
114,09,001,060400,4,090010604004,Block Group 4,G5030,S,3976345.000000000000000,0.000000000000000,+41.1665601,-073.3079683,285,286,1500000US090010604004,"Block Group 4, Census Tract 604, Fairfield County, Connecticut",806,0,7,0,0,0,0,8,0,791,15,0,no,806,806,791,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090010604004
115,09,001,060400,9,090010604009,Block Group 9,G5030,S,5055905.000000000000000,0.000000000000000,+41.1954237,-073.3250728,286,287,1500000US090010604009,"Block Group 9, Census Tract 604, Fairfield County, Connecticut",928,19,0,0,0,0,0,0,9,900,28,0,no,934,924,914,0,0,10,0,0,0,10,10,0,0,0,0,0,0,1,0,0,0,0,0,0,090010604009
116,09,001,060400,3,090010604003,Block Group 3,G5030,S,2786283.000000000000000,0.000000000000000,+41.1724839,-073.2833689,284,285,1500000US090010604003,"Block Group 3, Census Tract 604, Fairfield County, Connecticut",738,0,0,0,0,0,27,0,0,711,27,0,no,738,738,732,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090010604003
117,09,001,060500,1,090010605001,Block Group 1,G5030,S,5465011.000000000000000,17867.000000000000000,+41.1485353,-073.2878432,287,288,1500000US090010605001,"Block Group 1, Census Tract 605, Fairfield County, Connecticut",2602,53,0,6,0,0,35,0,14,2494,108,0,no,2730,2704,2637,31,0,36,0,0,0,26,26,0,0,0,0,0,0,1,0,0,0,0,0,0,090010605001
118,09,001,035400,1,090010354001,Block Group 1,G5030,S,5389162.000000000000000,204022.000000000000000,+41.1976139,-073.4866402,161,162,1500000US090010354001,"Block Group 1, Census Tract 354, Fairfield County, Connecticut",1237,21,0,0,0,9,0,0,0,1207,30,0,no,1237,1215,1160,20,16,0,0,0,19,22,22,0,0,0,0,0,0,1,0,0,0,0,0,0,090010354001
119,09,001,035400,2,090010354002,Block Group 2,G5030,S,7455972.000000000000000,0.000000000000000,+41.1614433,-073.4747886,162,163,1500000US090010354002,"Block Group 2, Census Tract 354, Fairfield County, Connecticut",1976,48,47,16,62,0,62,0,0,1741,235,0,no,1994,1987,1909,7,10,61,0,0,0,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,090010354002
120,09,001,035400,9,090010354009,Block Group 9,G5030,S,4034134.000000000000000,78889.000000000000000,+41.1874297,-073.4921002,164,165,1500000US090010354009,"Block Group 9, Census Tract 354, Fairfield County, Connecticut",728,17,0,0,0,37,8,0,0,666,62,0,no,728,728,711,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090010354009
121,09,001,220100,1,090012201001,Block Group 1,G5030,S,3069572.000000000000000,27315.000000000000000,+41.4809777,-073.5276628,594,595,1500000US090012201001,"Block Group 1, Census Tract 2201, Fairfield County, Connecticut",1170,24,0,12,9,0,0,0,7,1118,52,0,no,1170,1109,1075,0,0,34,0,0,0,61,61,0,0,0,0,0,0,1,0,0,0,0,0,0,090012201001
122,09,001,220100,2,090012201002,Block Group 2,G5030,S,1139754.000000000000000,17631.000000000000000,+41.4622245,-073.5311729,595,596,1500000US090012201002,"Block Group 2, Census Tract 2201, Fairfield County, Connecticut",1237,0,6,0,0,18,44,23,58,1088,149,0,no,1237,1194,1165,0,0,22,0,0,7,43,13,0,0,0,0,30,0,1,0,0,0,0,0,0,090012201002
123,09,001,220100,3,090012201003,Block Group 3,G5030,S,3908072.000000000000000,262113.000000000000000,+41.4493915,-073.5199926,596,597,1500000US090012201003,"Block Group 3, Census Tract 2201, Fairfield County, Connecticut",1995,22,11,0,32,47,28,0,0,1855,140,0,no,1995,1906,1877,0,0,5,0,0,24,89,35,0,0,0,0,25,29,1,0,0,0,0,0,0,090012201003
124,09,001,220200,1,090012202001,Block Group 1,G5030,S,18346946.000000000000000,0.000000000000000,+41.5027527,-073.5032068,598,599,1500000US090012202001,"Block Group 1, Census Tract 2202, Fairfield County, Connecticut",1341,35,0,7,37,0,6,0,0,1256,85,0,no,1349,1349,1314,20,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090012202001
125,09,001,220200,3,090012202003,Block Group 3,G5030,S,4398904.000000000000000,0.000000000000000,+41.4772108,-073.5075626,600,601,1500000US090012202003,"Block Group 3, Census Tract 2202, Fairfield County, Connecticut",1020,11,0,0,14,33,12,0,0,950,70,0,no,1020,998,953,0,12,20,0,0,13,22,7,0,0,0,0,15,0,1,0,0,0,0,0,0,090012202003
126,09,001,072800,1,090010728001,Block Group 1,G5030,S,454676.000000000000000,0.000000000000000,+41.2240482,-073.1983013,386,387,1500000US090010728001,"Block Group 1, Census Tract 728, Fairfield County, Connecticut",900,13,42,33,0,12,39,0,0,761,139,0,no,900,736,176,560,0,0,0,0,0,164,114,0,0,0,0,50,0,0,1,0,0,0,0,0,090010728001
127,09,001,072800,3,090010728003,Block Group 3,G5030,S,363123.000000000000000,0.000000000000000,+41.2110044,-073.1951818,388,389,1500000US090010728003,"Block Group 3, Census Tract 728, Fairfield County, Connecticut",1240,90,0,72,27,21,29,0,52,949,291,0,no,1249,950,299,594,0,0,0,6,51,299,78,12,0,0,0,137,72,0,0,0,0,0,0,0,090010728003
128,09,001,072900,1,090010729001,Block Group 1,G5030,S,487130.000000000000000,0.000000000000000,+41.2168996,-073.1845616,389,390,1500000US090010729001,"Block Group 1, Census Tract 729, Fairfield County, Connecticut",1076,16,15,6,46,12,7,13,10,951,125,0,no,1076,864,338,496,0,0,0,7,23,212,28,10,0,0,0,174,0,0,0,0,0,0,0,0,090010729001
129,09,001,072900,3,090010729003,Block Group 3,G5030,S,1242042.000000000000000,67908.000000000000000,+41.2091003,-073.1896946,391,392,1500000US090010729003,"Block Group 3, Census Tract 729, Fairfield County, Connecticut",1906,115,48,5,13,66,68,68,0,1523,383,0,no,1906,1469,550,809,0,36,0,32,42,437,120,0,38,0,0,250,29,0,0,0,0,0,0,0,090010729003
130,09,001,072900,2,090010729002,Block Group 2,G5030,S,329081.000000000000000,0.000000000000000,+41.2219567,-073.1913493,390,391,1500000US090010729002,"Block Group 2, Census Tract 729, Fairfield County, Connecticut",1224,65,6,7,34,165,7,20,0,920,304,0,no,1231,1003,201,715,0,23,0,0,64,228,79,4,0,0,4,113,28,0,1,0,0,0,0,0,090010729002
131,09,001,073000,1,090010730001,Block Group 1,G5030,S,1211050.000000000000000,76710.000000000000000,+41.2178883,-073.1778870,392,393,1500000US090010730001,"Block Group 1, Census Tract 730, Fairfield County, Connecticut",1862,91,11,18,11,128,21,29,91,1462,400,0,no,1862,1287,781,309,0,26,0,14,157,575,367,18,5,0,0,128,57,0,0,0,0,0,0,0,090010730001
132,09,001,073100,2,090010731002,Block Group 2,G5030,S,1017943.000000000000000,0.000000000000000,+41.2103713,-073.1721974,394,395,1500000US090010731002,"Block Group 2, Census Tract 731, Fairfield County, Connecticut",2824,139,0,17,59,194,130,97,0,2188,636,0,no,2824,1971,1043,838,0,0,0,24,66,853,525,49,0,0,0,247,32,0,0,0,0,0,0,0,090010731002
133,09,001,050300,1,090010503001,Block Group 1,G5030,S,4019157.000000000000000,0.000000000000000,+41.1806414,-073.3392881,253,254,1500000US090010503001,"Block Group 1, Census Tract 503, Fairfield County, Connecticut",1242,43,0,0,0,6,20,0,0,1173,69,0,no,1242,1198,1151,0,0,47,0,0,0,44,44,0,0,0,0,0,0,1,0,0,0,0,0,0,090010503001
134,09,001,050300,5,090010503005,Block Group 5,G5030,S,3339009.000000000000000,7318.000000000000000,+41.1734364,-073.3546401,257,258,1500000US090010503005,"Block Group 5, Census Tract 503, Fairfield County, Connecticut",1131,65,0,0,38,0,0,0,0,1028,103,0,no,1138,1138,1106,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090010503005
