"","OBJECTID","Join_Count","TARGET_FID","YEAR","TRI_FACILI","FRS_ID","FACILITY_N","STREET_ADD","CITY","COUNTY","ST","ZIP","BIA_CODE","TRIBE","LATITUDE","LONGITUDE","FEDERAL_FA","INDUSTRY_S","INDUSTRY_1","PRIMARY_SI","SIC_2","SIC_3","SIC_4","SIC_5","SIC_6","PRIMARY_NA","NAICS_2","NAICS_3","NAICS_4","NAICS_5","NAICS_6","DOC_CTRL_N","CHEMICAL","CAS___COMP","SRS_ID","CLEAR_AIR_","CLASSIFICA","METAL","METAL_CATE","CARCINOGEN","FORM_TYPE","UNIT_OF_ME","F5_1_FUGITI","F5_2_STACK_","F5_3_WATER","F5_4_UNDERG","F5_4_1_UNDE","F5_4_2_UNDE","F5_5_1_LAND","F5_5_1A_RCR","F5_5_1B_OTH","F5_5_2_LAND","F5_5_3_SURF","F5_5_3A_RCR","F5_5_3B_Oth","F5_5_4_OTHE","ON_SITE_RE","F6_1_POTW_T","F6_1_POTW_1","F6_1_POTW_2","F6_2_M10","F6_2_M41","F6_2_M62","F6_2_M71","F6_2_M81","F6_2_M82","F6_2_M72","F6_2_M63","F6_2_M66","F6_2_M67","F6_2_M64","F6_2_M65","F6_2_M73","F6_2_M79","F6_2_M90","F6_2_M94","F6_2_M99","OFF_SITE_R","F6_2_M20","F6_2_M24","F6_2_M26","F6_2_M28","F6_2_M93","OFF_SITE_1","F6_2_M56","F6_2_M92","OFF_SITE_2","F6_2_M40","F6_2_M50","F6_2_M54","F6_2_M61","F6_2_M69","F6_2_M95","OFF_SITE_T","TOTAL_RELE","F8_1_RELEAS","F8_1A_ON_SI","F8_1B_ON_SI","F8_1C_OFF_S","F8_1D_OFF_S","F8_2_ENERGY","F8_3_ENERGY","F8_4_RECYCL","F8_5_RECYCL","F8_6_TREATM","F8_7_TREATM","PROD__WAST","F8_8_ONE_TI","PROD_RATIO","F8_9_PRODUC","PARENT_COM","PARENT_C_1","Field110","STATEFP00","COUNTYFP00","TRACTCE00","BLKGRPCE00","BKGPIDFP00","NAMELSAD00","MTFCC00","FUNCSTAT00","ALAND00","AWATER00","INTPTLAT00","INTPTLON00","OID_","Field1","GEOID","GEO_label","total_x","under_50","from_50_to","from_75_to","from_100_t","from_125_t","from_150_t","from_175_t","from_185_t","from_200_u","below_200","fraction_b","over_30_un","total_y","not_Hispan","non_HL_whi","non_HL_Bla","non_HL_AIA","non_HL_Asi","non_HL_NHO","non_HL_oth","non_HL_2_p","HL","HL_white","HL_Black","HL_AIAN","HL_Asian","HL_NHOPI","HL_other","HL_2_plus","percent_wh","percent_Bl","percent_HL","percent_AI","percent_As","percent_NH","percent_ot","GEOID2_Tex","STATEFP10","COUNTYFP10","COUSUBFP10","COUSUBNS10","GEOID10","NAME10","NAMELSAD10","LSAD10","CLASSFP10","MTFCC10","CNECTAFP10","NECTAFP10","NCTADVFP10","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10","GEOID_AFF2","GEOID_AFF1","covered_facility","TRUE_TOTAL_RELEASE_POUNDS","added_since_2008"
"11",11,1,11,2016,"06723THWTR114PO",110000747470,"WATERBURY PLATING LLC","114 PORTER ST","WATERBURY","NEW HAVEN","CT",6708,NA,NA,41.54239,-73.04208,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332813,0,0,0,0,0,1316215439340,"CHLORINE","007782505",154328,"YES","TRI","NO",0,"NO","R","Pounds",250,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,250,0,0,0,0,0,0,38908,0,39158,0,"ACTIVITY",1.19,NA,"",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,250,"no"
"12",12,1,12,2016,"06604BRDGP1ATLA",110000316989,"PSEG POWER CONNECTICUT LLC BRIDGEPORT HARBOR STATION","1 ATLANTIC ST","BRIDGEPORT","FAIRFIELD","CT",6604,NA,NA,41.17067,-73.18408,"NO",2211,"Electric Utilities",NA,NA,NA,NA,NA,NA,221112,0,0,0,0,0,1316215465230,"BENZO(G,H,I)PERYLENE","000191242",40576,"YES","PBT","NO",0,"YES","R","Pounds",0,0.0048,0,0,0,0,0,0,0,0,0,0,0,0,0.0048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,4e-06,0,0,0,0,0,0,0,0.0048,0,0,0.0048,0,0,0,4e-06,0,0,0,0,0.004804,0,"PRODUCTION",0.34,"PUBLIC SERVICE ENTERPRISE GROUP","160945242",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0048,"no"
"13",13,0,13,2016,"06497HMPFR292LO",110000316701,"HAMPFORD RESEARCH INC","54 VETERANS BLVD","STRATFORD","FAIRFIELD","CT",6615,NA,NA,41.19791,-73.12132,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325199,0,0,0,0,0,1316215712470,"METHANOL","000067561",4283,"YES","TRI","NO",0,"NO","R","Pounds",993,3970,0,0,0,0,0,0,0,0,0,0,0,0,4963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41610,0,41610,0,37302,0,0,0,0,37302,4963,0,0,4963,0,0,0,41610,0,0,0,37302,83875,0,"PRODUCTION",0.81,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4963,"no"
"14",14,1,14,2016,"06723THWTR114PO",110000747470,"WATERBURY PLATING LLC","114 PORTER ST","WATERBURY","NEW HAVEN","CT",6708,NA,NA,41.54239,-73.04208,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332813,0,0,0,0,0,1316215439370,"COPPER COMPOUNDS","N100",649491,"NO","TRI","YES",1,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.25,0,33.25,0,6070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6103.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6103.25,0,0,0,23.94,6079.31,0,0,2260,0,0,0,8363.25,0,"ACTIVITY",1.1,NA,"",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6103.25,"no"
"15",15,0,15,2016,"06070THNSG660HO",110000315409,"DYNO NOBEL INC","660 HOPMEADOW ST","SIMSBURY","HARTFORD","CT",6070,NA,NA,41.869055,-72.805771,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325920,0,0,0,0,0,1316215624170,"CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)","N090",649475,"YES","TRI","YES",1,"NO","R","Pounds",0.01,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0.08,0,3.14,0,0,0,0,0,0,3.22,0,"PRODUCTION",0.93,"DYNO NOBEL INC",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.22,"no"
"16",16,1,16,2016,"06517TLCNC155PI",110001730663,"TILCON CONNECTICUT INC","155 PINE ROCK AVE","HAMDEN","NEW HAVEN","CT",6514,NA,NA,41.33892,-72.94605,"NO",324,"Petroleum",NA,NA,NA,NA,NA,NA,324121,0,0,0,0,0,1316215431170,"BENZO(G,H,I)PERYLENE","000191242",40576,"YES","PBT","NO",0,"YES","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PRODUCTION",1.13,"OLDCASTLE INC","023665045",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"no"
"17",17,0,17,2016,"06095CTNGS111GR",110000315542,"SCAPA NA LLC","111 GREAT POND RD","WINDSOR","HARTFORD","CT",6095,NA,NA,41.87571,-72.71595,"NO",322,"Paper",NA,NA,NA,NA,NA,NA,322299,0,0,0,0,0,1316215733550,"TOLUENE","000108883",25452,"YES","TRI","NO",0,"NO","R","Pounds",6850.6929,45479.385,0,0,0,0,0,0,0,0,0,0,0,0,52330.0779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2337.5341,233.0861,22.9893,2593.6095,8530.8852,0,0,0,0,8530.8852,21071.5014,0,21071.5014,0,0,0,0,0,0,0,54923.6874,0,0,52330.0779,0,2593.6095,0,21071.5014,0,8530.8852,891092.0246,0,975618.0986,0,"PRODUCTION",1,"SCAPA N.A. LLC.","024506800",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,54923.6874,"no"
"18",18,0,18,2016,"06787SMMTC1430W",110000317443,"SUMMIT CORP OF AMERICA","1430 WATERBURY RD","THOMASTON","LITCHFIELD","CT",6787,NA,NA,41.62777,-73.06839,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332813,0,0,0,0,0,1316215666110,"NICKEL COMPOUNDS","N495",650036,"YES","TRI","YES",1,"NO","R","Pounds",22,418,34.5,0,0,0,0,0,0,0,0,0,0,0,474.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26925,0,0,26925,0,0,0,0,0,0,0,0,0,0,474.5,0,0,474.5,0,0,0,0,0,26925,0,0,27399.5,0,"PRODUCTION",0.85,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,474.5,"no"
"19",19,1,19,2016,"06723YLTCR2712S",110000317309,"EYELET CRAFTERS INC","2712 S MAIN ST -","WATERBURY","NEW HAVEN","CT",6706,NA,NA,41.51572,-73.04722,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332119,0,0,0,0,0,1316215131930,"COPPER","007440508",150086,"NO","TRI","YES",1,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37141,0,0,37141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37141,0,0,37141,0,"PRODUCTION",1,NA,"",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"no"
"20",20,1,20,2016,"06704TRLVM984WA",110002089604,"H&T WATERBURY INC","984 WATERVILLE ST","WATERBURY","NEW HAVEN","CT",6710,NA,NA,41.5848,-73.0475,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332119,0,0,0,0,0,1316215549830,"COBALT","007440484",150078,"YES","TRI","YES",1,"YES","A","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"HEITKAMP & THUMANN GROUP",NA,NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"no"
"21",21,0,21,2016,"06492TMSMC358HA",110010337698,"TIMES MICROWAVE SYSTEMS INC","358 HALL AVE","WALLINGFORD","NEW HAVEN","CT",6492,NA,NA,41.46089,-72.83268,"NO",335,"Electrical Equipment",NA,NA,NA,NA,NA,NA,335929,0,0,0,0,0,1316215087140,"COPPER","007440508",150086,"NO","TRI","YES",1,"NO","R","Pounds",1,1,0.006,0,0,0,0,0,0,0,0,0,0,0,2.006,0.093,0,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.093,0,0,0,0,111000,111000,0,0,0,0,0,0,0,0,0,0,7.099,0,0,2.006,0.06696,5.02604,0,0,0,111000,0,0,111007.099,0,"PRODUCTION",1.08,"AMPHENOL CORP","177220647",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.099,"no"
"22",22,0,22,2016,"06492MTKNC21TOE",110000316667,"AMETEK SPECIALTY METAL PRODUCTS DIV","21TOELLES RD","WALLINGFORD","NEW HAVEN","CT",6492,NA,NA,41.42904,-72.84005,"NO",331,"Primary Metals",NA,NA,NA,NA,NA,NA,331491,332618,332999,331318,331420,332811,1316215749290,"CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)","N090",649475,"YES","TRI","YES",1,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12175,0,0,0,12175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12175,0,0,12175,0,"ACTIVITY",0.98,"AMETEK INC","001345149",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no"
"23",23,0,23,2016,"06497HMPFR292LO",110000316701,"HAMPFORD RESEARCH INC","54 VETERANS BLVD","STRATFORD","FAIRFIELD","CT",6615,NA,NA,41.19791,-73.12132,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325199,0,0,0,0,0,1316215712480,"TOLUENE","000108883",25452,"YES","TRI","NO",0,"NO","R","Pounds",282,1126,0,0,0,0,0,0,0,0,0,0,0,0,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38431,0,38431,0,0,0,0,0,0,0,1408,0,0,1408,0,0,0,38431,0,0,0,0,39839,0,"PRODUCTION",1.12,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1408,"no"
"24",24,1,24,2016,"06708LNDBR130HU",110022291250,"BODYCOTE THERMAL PROCESSING","130 HUNTINGDON AVE","WATERBURY","NEW HAVEN","CT",6708,NA,NA,41.575824,-73.06437,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332811,0,0,0,0,0,1316215442070,"AMMONIA","007664417",152389,"NO","TRI","NO",0,"NO","A","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"BODYCOTE THERMAL PROCESSING INC","005982046",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"no"
"25",25,0,25,2016,"06473TLCNC377SA",110008053943,"TILCON CONNECTICUT INC","377 SACKETT POINT RD","NORTH HAVEN","NEW HAVEN","CT",6473,NA,NA,41.36769,-72.87814,"NO",324,"Petroleum",NA,NA,NA,NA,NA,NA,324121,0,0,0,0,0,1316215358200,"BENZO(G,H,I)PERYLENE","000191242",40576,"YES","PBT","NO",0,"YES","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PRODUCTION",0.81,"OLDCASTLE INC","023665045",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no"
"26",26,0,26,2016,"06492CYRNDSOUTH",110043236281,"EVONIK CYRO LLC","528 S CHERRY ST","WALLINGFORD","NEW HAVEN","CT",6492,NA,NA,41.435833,-72.835278,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325211,0,0,0,0,0,1316215339250,"MALEIC ANHYDRIDE","000108316",25015,"YES","TRI","NO",0,"NO","R","Pounds",12,30,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,0,0,0,0,0,412,0,0,0,0,0,0,17,0,17,0,792,0,0,0,0,792,454,0,0,41.959,412,0,0,17,0,0,0,792,1262.959,0.041,"PRODUCTION",1.11,"EVONIK CORP","361988228",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,454,"no"
"27",27,1,27,2016,"06790LLNCC180CH",110015681788,"ALADDIN MANUFACTURING CARPET CUSHION - TORRINGTON CT","180 CHURCH ST","TORRINGTON","LITCHFIELD","CT",6790,NA,NA,41.803329,-73.126529,"NO",326,"Plastics and Rubber",NA,NA,NA,NA,NA,NA,326150,0,0,0,0,0,1316215440950,"POLYCYCLIC AROMATIC COMPOUNDS","N590",649749,"YES","PBT","NO",0,"YES","R","Pounds",0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0.075,0,0,0,0,0,0,0,0,0.075,0,"ACTIVITY",0.99,"MOHAWK INDUSTRIES INC","612757070",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.075,"no"
"28",28,1,28,2016,"0679WFRNKL153WA",110003004631,"FRANKLIN PRODUCTS INC","153 WATER ST","TORRINGTON","LITCHFIELD","CT",6790,NA,NA,41.80193,-73.12515,"NO",336,"Transportation Equipment",NA,NA,NA,NA,NA,NA,336360,0,0,0,0,0,1316214986770,"TOLUENE-2,4-DIISOCYANATE","000584849",55939,"YES","TRI","NO",0,"YES","R","Pounds",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"PRODUCTION",1,"FRANKLIN PRODUCTS INC","188953186",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"no"
"29",29,0,29,2016,"06258LSCNCRTE10",110000772245,"LOOS & CO INC","RT 101","POMFRET","WINDHAM","CT",6258,NA,NA,41.857699,-71.961516,"NO",331,"Primary Metals",NA,NA,NA,NA,NA,NA,331222,0,0,0,0,0,1316214988960,"MIXTURE","MIXTURE",0,"NO","TRI","NO",0,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no"
"30",30,0,30,2016,"06810MPHNL4LDNE",110024836454,"AMPHENOL RF INC","4 OLD NEWTOWN RD","DANBURY","FAIRFIELD","CT",6810,NA,NA,41.40594,-73.42325,"NO",334,"Computers and Electronic Products",NA,NA,NA,NA,NA,NA,334417,0,0,0,0,0,1316215529290,"COPPER","007440508",150086,"NO","TRI","YES",1,"NO","R","Pounds",5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,250,0,505,0,41380,0,0,0,41380,0,0,0,0,0,0,0,0,0,0,510,0,0,5,3.6,501.4,0,0,0,41380,0,0,41890,0,"PRODUCTION",1.16,"AMPHENOL CORP","106359359",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,510,"no"
